Datetime,close,high,low,open,volume
2026-04-08 03:45:00+00:00,7236.5,7317.0,7227.0,7300.0,0
2026-04-08 03:50:00+00:00,7205.0,7236.0,7200.0,7236.0,5844
2026-04-08 03:55:00+00:00,7173.0,7203.0,7172.5,7203.0,6028
2026-04-08 04:00:00+00:00,7194.0,7194.0,7164.0,7173.0,8055
2026-04-08 04:05:00+00:00,7196.5,7199.5,7187.5,7192.5,4904
2026-04-08 04:10:00+00:00,7220.0,7230.0,7186.0,7192.0,4243
2026-04-08 04:15:00+00:00,7222.0,7232.0,7218.5,7225.5,4547
2026-04-08 04:20:00+00:00,7198.5,7220.5,7197.5,7220.0,2852
2026-04-08 04:25:00+00:00,7200.0,7215.5,7195.0,7198.0,3839
2026-04-08 04:30:00+00:00,7197.5,7208.5,7195.0,7200.0,1395
2026-04-08 04:35:00+00:00,7191.0,7206.0,7190.0,7195.5,1439
2026-04-08 04:40:00+00:00,7192.0,7192.0,7175.0,7186.5,2999
2026-04-08 04:45:00+00:00,7180.5,7195.5,7180.5,7189.0,778
2026-04-08 04:50:00+00:00,7170.5,7194.0,7170.5,7184.5,1561
2026-04-08 04:55:00+00:00,7173.5,7179.0,7170.0,7170.5,1185
2026-04-08 05:00:00+00:00,7184.0,7184.0,7175.0,7179.5,2110
2026-04-08 05:05:00+00:00,7195.0,7206.0,7182.0,7182.0,1388
2026-04-08 05:10:00+00:00,7209.5,7211.0,7192.5,7196.5,1307
2026-04-08 05:15:00+00:00,7197.0,7209.5,7191.0,7208.0,1575
2026-04-08 05:20:00+00:00,7191.5,7195.5,7182.5,7193.5,1982
2026-04-08 05:25:00+00:00,7205.0,7206.0,7189.5,7192.0,1650
2026-04-08 05:30:00+00:00,7203.5,7205.0,7190.0,7205.0,1238
2026-04-08 05:35:00+00:00,7195.0,7213.5,7195.0,7206.0,1258
2026-04-08 05:40:00+00:00,7185.0,7195.0,7183.5,7195.0,602
2026-04-08 05:45:00+00:00,7193.0,7199.5,7186.0,7188.5,820
2026-04-08 05:50:00+00:00,7198.0,7202.5,7187.0,7190.0,1120
2026-04-08 05:55:00+00:00,7186.5,7199.0,7186.5,7199.0,551
2026-04-08 06:00:00+00:00,7186.0,7188.0,7182.5,7186.5,867
2026-04-08 06:05:00+00:00,7193.0,7203.5,7185.5,7185.5,2204
2026-04-08 06:10:00+00:00,7196.0,7204.0,7190.0,7190.0,1489
2026-04-08 06:15:00+00:00,7177.0,7208.5,7176.0,7196.0,2953
2026-04-08 06:20:00+00:00,7155.5,7173.0,7151.0,7171.0,5447
2026-04-08 06:25:00+00:00,7153.0,7165.5,7150.0,7153.0,1808
2026-04-08 06:30:00+00:00,7155.5,7166.0,7151.0,7153.0,1471
2026-04-08 06:35:00+00:00,7170.0,7181.0,7154.0,7158.0,3462
2026-04-08 06:40:00+00:00,7202.0,7202.0,7170.0,7172.0,4404
2026-04-08 06:45:00+00:00,7221.5,7225.0,7206.0,7210.5,5933
2026-04-08 06:50:00+00:00,7203.5,7222.0,7203.5,7222.0,2692
2026-04-08 06:55:00+00:00,7202.5,7208.5,7200.5,7204.5,1607
2026-04-08 07:00:00+00:00,7187.5,7210.0,7184.5,7201.5,1663
2026-04-08 07:05:00+00:00,7190.5,7196.5,7189.0,7190.5,1199
2026-04-08 07:10:00+00:00,7193.0,7196.0,7185.5,7188.0,379
2026-04-08 07:15:00+00:00,7191.5,7200.0,7191.5,7195.0,745
2026-04-08 07:20:00+00:00,7191.0,7195.0,7190.0,7192.0,273
2026-04-08 07:25:00+00:00,7183.5,7196.0,7183.5,7191.0,542
2026-04-08 07:30:00+00:00,7182.5,7185.0,7182.0,7184.0,433
2026-04-08 07:35:00+00:00,7182.5,7185.5,7178.0,7182.5,391
2026-04-08 07:40:00+00:00,7189.0,7195.0,7180.5,7182.5,458
2026-04-08 07:45:00+00:00,7191.5,7199.0,7188.0,7190.5,541
2026-04-08 07:50:00+00:00,7188.5,7196.0,7186.0,7195.5,328
2026-04-08 07:55:00+00:00,7196.0,7198.5,7188.0,7192.0,332
2026-04-08 08:00:00+00:00,7199.5,7209.0,7186.5,7190.5,1645
2026-04-08 08:05:00+00:00,7204.5,7208.0,7195.5,7199.5,734
2026-04-08 08:10:00+00:00,7194.5,7201.5,7191.5,7201.5,701
2026-04-08 08:15:00+00:00,7197.0,7199.5,7191.0,7195.0,245
2026-04-08 08:20:00+00:00,7197.5,7198.5,7187.5,7197.5,530
2026-04-08 08:25:00+00:00,7197.5,7199.0,7194.0,7198.0,294
2026-04-08 08:30:00+00:00,7190.0,7197.5,7187.0,7197.5,335
2026-04-08 08:35:00+00:00,7187.0,7191.5,7181.5,7190.0,331
2026-04-08 08:40:00+00:00,7183.5,7188.5,7182.5,7184.5,345
2026-04-08 08:45:00+00:00,7196.5,7196.5,7184.5,7187.0,509
2026-04-08 08:50:00+00:00,7193.5,7199.0,7188.5,7196.0,515
2026-04-08 08:55:00+00:00,7192.5,7196.5,7186.5,7190.0,643
2026-04-08 09:00:00+00:00,7183.0,7194.0,7181.0,7192.0,787
2026-04-08 09:05:00+00:00,7177.5,7190.5,7172.5,7184.0,1720
2026-04-08 09:10:00+00:00,7186.0,7186.0,7176.5,7177.5,938
2026-04-08 09:15:00+00:00,7175.0,7189.0,7175.0,7182.5,723
2026-04-08 09:20:00+00:00,7151.5,7179.5,7150.0,7170.0,7404
2026-04-08 09:25:00+00:00,7170.0,7174.5,7147.0,7152.5,3675
2026-04-08 09:30:00+00:00,7188.0,7188.0,7161.0,7171.0,4823
2026-04-08 09:35:00+00:00,7183.0,7190.5,7180.0,7185.5,3383
2026-04-08 09:40:00+00:00,7184.5,7193.0,7184.0,7184.5,5394
2026-04-08 09:45:00+00:00,7177.0,7186.0,7175.5,7186.0,5436
2026-04-08 09:50:00+00:00,7179.0,7179.0,7171.5,7177.5,4542
2026-04-08 09:55:00+00:00,7178.0,7179.5,7171.0,7179.0,4399
2026-04-09 03:45:00+00:00,7108.5,7171.0,7095.0,7171.0,0
2026-04-09 03:50:00+00:00,7131.5,7134.5,7103.0,7107.5,2869
2026-04-09 03:55:00+00:00,7157.0,7159.0,7133.0,7138.0,2905
2026-04-09 04:00:00+00:00,7115.0,7154.0,7111.5,7152.0,2397
2026-04-09 04:05:00+00:00,7109.5,7123.0,7105.0,7115.0,1840
2026-04-09 04:10:00+00:00,7094.5,7111.5,7093.5,7111.5,3864
2026-04-09 04:15:00+00:00,7099.0,7099.0,7089.0,7096.0,2730
2026-04-09 04:20:00+00:00,7099.0,7104.5,7089.0,7097.0,2533
2026-04-09 04:25:00+00:00,7097.5,7109.5,7096.5,7099.0,1170
2026-04-09 04:30:00+00:00,7100.0,7103.5,7087.0,7097.0,999
2026-04-09 04:35:00+00:00,7099.5,7104.5,7095.0,7098.5,843
2026-04-09 04:40:00+00:00,7115.0,7115.0,7103.5,7105.0,1835
2026-04-09 04:45:00+00:00,7129.5,7137.5,7114.0,7116.5,2856
2026-04-09 04:50:00+00:00,7131.0,7142.5,7120.5,7129.5,1786
2026-04-09 04:55:00+00:00,7116.0,7135.5,7107.0,7135.5,1892
2026-04-09 05:00:00+00:00,7120.5,7125.0,7111.0,7117.5,435
2026-04-09 05:05:00+00:00,7122.0,7128.0,7114.0,7114.0,794
2026-04-09 05:10:00+00:00,7117.0,7125.5,7114.0,7123.0,236
2026-04-09 05:15:00+00:00,7127.5,7130.0,7112.5,7114.5,986
2026-04-09 05:20:00+00:00,7126.0,7126.0,7117.0,7122.5,326
2026-04-09 05:25:00+00:00,7130.0,7130.0,7122.0,7122.0,5979
2026-04-09 05:30:00+00:00,7130.0,7130.5,7120.5,7130.0,4188
2026-04-09 05:35:00+00:00,7153.0,7155.5,7125.0,7130.0,2186
2026-04-09 05:40:00+00:00,7138.0,7148.0,7123.5,7148.0,8174
2026-04-09 05:45:00+00:00,7115.0,7139.0,7112.0,7135.5,450
2026-04-09 05:50:00+00:00,7123.5,7123.5,7113.5,7114.5,516
2026-04-09 05:55:00+00:00,7140.0,7140.0,7123.0,7123.0,387
2026-04-09 06:00:00+00:00,7150.0,7158.5,7135.0,7137.5,1123
2026-04-09 06:05:00+00:00,7164.5,7166.0,7150.0,7150.0,1582
2026-04-09 06:10:00+00:00,7169.5,7175.0,7165.0,7170.5,1546
2026-04-09 06:15:00+00:00,7192.0,7192.0,7173.0,7173.5,1823
2026-04-09 06:20:00+00:00,7179.0,7192.5,7175.0,7192.0,1314
2026-04-09 06:25:00+00:00,7183.5,7194.5,7180.5,7183.0,649
2026-04-09 06:30:00+00:00,7183.5,7194.0,7182.0,7188.5,461
