Date,close,high,low,open,volume
2024-04-18,389.9879455566406,400.5871692825939,387.62244677399127,392.1259930672092,9425546
2024-04-19,387.3495788574219,389.8970224097704,377.3872004267063,383.0280039905452,7628906
2024-04-22,395.310302734375,397.0389268135757,388.8506811873171,388.8506811873171,6226067
2024-04-23,396.4931335449219,401.08766690998283,393.21785671900403,398.0398136410917,6371166
2024-04-24,400.1322937011719,405.2272080921088,395.7652400889687,398.90407896121144,7201124
2024-04-25,410.549560546875,412.86955249768545,398.4491635525656,399.3589686728911,11531272
2024-04-26,415.78094482421875,420.1025191960241,411.5048496029391,413.5974180630533,10542423
2024-04-29,421.23974609375,423.2413283475145,414.0977707635571,419.42013595943575,8445427
2024-04-30,461.40771484375,465.50183836102383,421.42179181740687,422.1496248922347,72903180
2024-05-02,503.94122314453125,507.53490997821854,464.592112620258,466.73016082030193,83160192
2024-05-03,507.48931884765625,515.996030607931,503.4406746862508,507.6712909898736,45105471
2024-05-06,470.0053405761719,491.4767764528894,438.344130960106,483.1065575697657,73134272
2024-05-07,461.316650390625,480.0586681812799,455.76686166660227,474.8727681677945,34608626
2024-05-08,485.83599853515625,494.38819000980214,459.4516465547826,463.09086751759276,48742004
2024-05-09,465.183349609375,489.20222713705357,464.00061405212443,488.1104498803231,19107231
2024-05-10,467.5033264160156,472.4162961469633,452.4460631816742,470.4147138295366,19170559
2024-05-13,471.4155578613281,474.00848031125986,454.9025722756813,467.63984429940035,13436096
2024-05-14,474.9637145996094,479.87668407495556,467.2758508315611,472.1888203069073,11963864
2024-05-15,481.0140075683594,487.38264379918286,474.9183017842652,476.5559399947425,14366755
2024-05-16,492.2956237792969,494.75210918614397,483.1066124956601,486.74583368206805,15105099
2024-05-17,494.88848876953125,498.25477870146267,490.65787289790046,494.11512112660205,7680252
2024-05-21,497.617919921875,503.94107659196834,491.06731197249843,495.79830968760916,7571632
2024-05-22,487.8375244140625,498.9371581652857,484.1072900431071,498.5732138993052,7138229
2024-05-23,488.8838195800781,497.8909135958642,487.3826742641835,488.56540996067446,7812219
2024-05-24,504.0775146484375,512.6751841217156,488.56534848866244,490.3849587251193,20225424
2024-05-27,526.7772216796875,538.0588286047309,505.4877573479488,506.76150686629694,28217127
2024-05-28,527.8689575195312,531.2352476702425,508.08069556762865,528.5967905312825,17209174
2024-05-29,517.45166015625,530.1889317908654,515.8595012019231,521.545783181662,15012657
2024-05-30,498.3458251953125,520.5450954854298,495.8438607602835,517.4517354264427,11582851
2024-05-31,489.2477722167969,507.5803701799659,478.1936162391869,505.03287106093586,25890354
2024-06-03,549.9772338867188,552.9795798887649,517.2697264064593,525.8673965037609,42463764
2024-06-04,411.4139404296875,540.4243122915921,405.7731368384681,540.4243122915921,103902126
2024-06-05,418.0554504394531,429.4280143795906,371.4734174346306,429.4280143795906,80984751
2024-06-06,445.8955078125,467.9127756967872,424.1511703661183,426.69861367006905,54149649
2024-06-07,451.9912109375,456.44927861655634,434.88688433333897,445.8955327742852,32416015
2024-06-10,465.0924072265625,474.7817988276805,451.53628817924067,458.5417989920841,31958560
2024-06-11,464.5464782714844,470.9606207289172,458.67822441373374,466.32058151414213,21774755
2024-06-12,469.8688659667969,473.09866304115445,460.63432177424295,465.8202220712905,17569720
2024-06-13,474.46337890625,478.23909243652713,468.7316176496439,473.9175180361346,15418171
2024-06-14,484.6077575683594,488.4744296330629,472.64379708552985,475.82811525646224,15848193
2024-06-18,480.3316955566406,488.2470123823709,474.96382233927835,484.97168014580706,12102131
2024-06-19,469.095458984375,482.15119469802534,466.5025368181931,481.9692225830089,9448370
2024-06-20,460.998291015625,469.4594679955716,454.2202313891262,469.4594679955716,16910479
2024-06-21,464.4555358886719,475.1912257101471,459.5880727117551,463.54573072532486,15471249
2024-06-24,474.46337890625,476.7378917485618,454.90256846236815,461.9080791227084,12996888
2024-06-25,474.5089111328125,477.3748198467283,465.8202822093428,476.4650146080382,15576222
2024-06-26,469.095458984375,474.00842843935374,466.72998807944043,473.09862339436455,8590831
2024-06-27,477.5111999511719,484.92613396778427,467.18493394457266,468.54964163866583,19899609
2024-06-28,482.6092529296875,487.2020320551539,478.56758487359775,480.4046965237843,10184740
2024-07-01,505.802734375,507.9613179115148,483.38995217167206,487.75309188248525,22872490
2024-07-02,495.28533935546875,509.7525943967269,487.2938920246002,509.7525943967269,17455154
2024-07-03,516.5038452148438,518.2491234242872,504.5626214311698,505.25153818792023,25695583
2024-07-04,528.7666625976562,533.6809136453037,518.0654652253895,520.5455770696269,24852433
2024-07-05,533.17578125,539.2382277402381,525.7814174972119,530.0067521947473,14361260
2024-07-08,558.114501953125,565.4170320415598,534.5994950435554,535.4721342981329,29744866
